pitcher_trackman_id,total_pitches,total_games,first_date,last_date,active_seasons,pitches_2019,pitches_2020,pitches_2021,pitches_2022,pitches_2023,pitches_2024,games_2019,games_2020,games_2021,games_2022,games_2023,games_2024
54466,264,6,2024-04-05,2024-07-19,1,0,0,0,0,0,264,0,0,0,0,0,6
54467,515,13,2024-05-26,2024-10-04,1,0,0,0,0,0,515,0,0,0,0,0,13
54502,185,9,2024-06-26,2024-10-01,1,0,0,0,0,0,185,0,0,0,0,0,9
54503,835,13,2024-03-27,2024-09-08,1,0,0,0,0,0,835,0,0,0,0,0,13
54504,289,12,2024-04-11,2024-10-03,1,0,0,0,0,0,289,0,0,0,0,0,12
54505,351,14,2024-05-10,2024-08-28,1,0,0,0,0,0,351,0,0,0,0,0,14
54537,1065,33,2024-03-26,2024-10-03,1,0,0,0,0,0,1065,0,0,0,0,0,33
54561,586,33,2024-03-24,2024-06-15,1,0,0,0,0,0,586,0,0,0,0,0,33
54607,358,5,2024-04-17,2024-06-07,1,0,0,0,0,0,358,0,0,0,0,0,5
54608,269,14,2024-04-06,2024-09-27,1,0,0,0,0,0,269,0,0,0,0,0,14
54610,289,12,2024-04-05,2024-09-29,1,0,0,0,0,0,289,0,0,0,0,0,12
54611,233,13,2024-04-06,2024-09-06,1,0,0,0,0,0,233,0,0,0,0,0,13
54613,2,1,2024-04-07,2024-04-07,1,0,0,0,0,0,2,0,0,0,0,0,1
54616,308,7,2024-05-24,2024-09-28,1,0,0,0,0,0,308,0,0,0,0,0,7
54645,75,5,2024-08-04,2024-09-27,1,0,0,0,0,0,75,0,0,0,0,0,5
54667,93,5,2024-05-16,2024-06-06,1,0,0,0,0,0,93,0,0,0,0,0,5
54701,202,6,2024-03-28,2024-09-10,1,0,0,0,0,0,202,0,0,0,0,0,6
54702,321,16,2024-05-12,2024-09-27,1,0,0,0,0,0,321,0,0,0,0,0,16
54705,917,17,2024-03-28,2024-09-28,1,0,0,0,0,0,917,0,0,0,0,0,17
54729,1448,37,2024-03-27,2024-10-03,1,0,0,0,0,0,1448,0,0,0,0,0,37
54768,1465,32,2024-03-28,2024-10-03,1,0,0,0,0,0,1465,0,0,0,0,0,32
54802,934,26,2024-04-09,2024-10-03,1,0,0,0,0,0,934,0,0,0,0,0,26
54803,1021,21,2024-04-17,2024-10-05,1,0,0,0,0,0,1021,0,0,0,0,0,21
54807,643,32,2024-03-28,2024-10-05,1,0,0,0,0,0,643,0,0,0,0,0,32
54810,12,1,2024-04-11,2024-04-11,1,0,0,0,0,0,12,0,0,0,0,0,1
54843,955,11,2024-06-01,2024-08-23,1,0,0,0,0,0,955,0,0,0,0,0,11
54900,1284,21,2024-04-05,2024-09-27,1,0,0,0,0,0,1284,0,0,0,0,0,21
54901,240,13,2024-08-18,2024-10-05,1,0,0,0,0,0,240,0,0,0,0,0,13
54902,68,4,2024-09-03,2024-10-02,1,0,0,0,0,0,68,0,0,0,0,0,4
54903,542,34,2024-03-27,2024-10-04,1,0,0,0,0,0,542,0,0,0,0,0,34
54904,437,27,2024-05-07,2024-10-04,1,0,0,0,0,0,437,0,0,0,0,0,27
54906,432,9,2024-05-04,2024-10-05,1,0,0,0,0,0,432,0,0,0,0,0,9
54910,336,17,2024-05-23,2024-10-04,1,0,0,0,0,0,336,0,0,0,0,0,17
54913,391,20,2024-03-27,2024-10-04,1,0,0,0,0,0,391,0,0,0,0,0,20
54959,509,8,2024-07-27,2024-10-01,1,0,0,0,0,0,509,0,0,0,0,0,8
60140,3537,194,2019-03-26,2024-09-10,6,949,346,595,807,558,282,44,24,28,44,38,16
60146,5059,299,2019-03-23,2024-10-15,6,524,872,691,869,1005,1098,32,61,38,52,56,60
60181,1241,75,2020-05-16,2023-06-14,4,0,279,262,582,118,0,0,15,19,32,9,0
60255,43,3,2019-03-30,2019-04-07,1,43,0,0,0,0,0,3,0,0,0,0,0
60263,10885,142,2019-03-26,2024-10-01,6,2060,1711,1884,1528,1774,1928,24,21,22,26,26,23
60264,191,5,2020-05-14,2020-09-08,1,0,191,0,0,0,0,0,5,0,0,0,0
60336,2584,152,2019-09-30,2024-09-28,6,15,332,233,669,470,865,1,14,13,44,31,49
60337,3070,225,2019-03-26,2024-09-19,6,441,388,846,729,333,333,24,22,65,61,24,29
60339,3200,150,2019-03-31,2022-10-06,4,1031,787,668,714,0,0,49,39,26,36,0,0
60559,3121,182,2019-03-28,2024-07-21,5,975,561,837,209,0,539,39,38,58,15,0,32
60634,250,25,2019-04-03,2019-09-20,1,250,0,0,0,0,0,25,0,0,0,0,0
60636,68,5,2021-06-23,2021-10-05,1,0,0,68,0,0,0,0,0,5,0,0,0
60757,553,33,2019-04-09,2020-08-21,2,465,88,0,0,0,0,29,4,0,0,0,0
60768,6963,235,2019-03-23,2024-07-10,6,1010,919,1705,1490,1491,348,48,53,41,28,47,18
60841,10158,119,2019-03-27,2024-09-25,6,2360,2655,867,813,1808,1655,27,27,9,12,21,23
60845,1006,56,2019-03-26,2020-10-11,2,639,367,0,0,0,0,34,22,0,0,0,0
61101,12499,163,2019-03-26,2024-10-17,6,1544,2426,1929,1844,2358,2398,30,26,25,26,29,27
61145,6114,216,2019-03-27,2024-09-21,6,1614,926,1123,932,746,773,32,20,22,47,47,48
61156,2464,138,2020-05-14,2023-09-23,4,0,660,537,755,512,0,0,38,34,35,31,0
61208,23,3,2021-04-10,2021-05-15,1,0,0,23,0,0,0,0,0,3,0,0,0
61214,1293,44,2019-03-24,2020-10-23,2,648,645,0,0,0,0,15,29,0,0,0,0
61268,4576,258,2019-03-24,2024-09-28,6,565,900,901,854,917,439,35,58,45,38,52,30
61295,2509,118,2019-04-02,2022-10-05,4,256,809,835,609,0,0,15,46,24,33,0,0
61329,724,40,2019-03-23,2019-09-20,1,724,0,0,0,0,0,40,0,0,0,0,0
61365,5054,191,2019-03-26,2024-10-03,6,912,1364,825,312,934,707,40,29,31,14,39,38
61396,1289,47,2019-03-30,2022-09-24,2,587,0,0,702,0,0,13,0,0,34,0,0
61411,2935,156,2019-05-09,2024-09-05,6,96,439,1078,249,661,412,6,25,62,16,29,18
61456,1155,60,2019-03-26,2020-08-12,2,1016,139,0,0,0,0,54,6,0,0,0,0
61457,1508,157,2019-03-23,2021-10-02,3,596,479,433,0,0,0,65,53,39,0,0,0
61557,114,9,2019-03-30,2019-09-19,1,114,0,0,0,0,0,9,0,0,0,0,0
61565,512,23,2019-04-21,2020-10-06,2,317,195,0,0,0,0,12,11,0,0,0,0
61643,6405,313,2019-04-04,2024-10-02,6,841,1195,1396,927,973,1073,12,57,71,53,57,63
61666,3273,117,2019-06-22,2024-09-29,5,66,0,175,614,1212,1206,2,0,4,10,33,68
61700,28,1,2021-04-10,2021-04-10,1,0,0,28,0,0,0,0,0,1,0,0,0
61891,42,3,2022-09-24,2022-09-29,1,0,0,0,42,0,0,0,0,0,3,0,0
61895,6392,378,2019-03-24,2024-09-30,6,1078,1030,1140,1040,1196,908,69,59,64,61,66,59
61896,128,2,2019-04-07,2019-05-25,1,128,0,0,0,0,0,2,0,0,0,0,0
61962,388,22,2019-03-26,2021-08-17,3,270,111,7,0,0,0,16,5,1,0,0,0
62056,1691,101,2019-04-05,2021-09-30,3,733,502,456,0,0,0,46,32,23,0,0,0
62146,3154,245,2019-03-26,2024-10-04,6,262,659,790,534,396,513,13,53,56,46,32,45
62160,134,5,2019-03-29,2020-09-24,2,63,71,0,0,0,0,1,4,0,0,0,0
62242,3836,229,2019-03-23,2023-10-02,5,1000,724,869,738,505,0,68,46,49,37,29,0
62263,1202,52,2019-05-25,2023-09-23,4,199,146,149,0,708,0,9,6,8,0,29,0
62294,1350,59,2019-03-31,2022-10-05,4,228,398,70,654,0,0,10,15,5,29,0,0
62360,5692,320,2019-03-26,2024-10-17,6,917,1049,1066,773,1026,861,36,53,62,50,62,57
62363,9248,221,2019-03-23,2024-09-27,6,875,2112,1456,1657,1817,1331,62,24,19,26,35,55
62463,886,28,2020-05-13,2022-09-24,3,0,353,249,284,0,0,0,5,12,11,0,0
62528,6580,308,2019-03-24,2024-10-01,6,1787,955,960,778,1020,1080,36,57,57,45,60,53
62595,997,58,2019-03-26,2021-07-03,3,324,421,252,0,0,0,19,25,14,0,0,0
62611,3930,202,2019-03-30,2024-09-28,6,894,581,524,717,697,517,35,29,20,37,42,39
62637,76,2,2019-04-02,2019-04-06,1,76,0,0,0,0,0,2,0,0,0,0,0
62648,156,6,2019-03-31,2019-04-18,1,156,0,0,0,0,0,6,0,0,0,0,0
62655,2244,147,2019-03-27,2023-08-25,5,486,492,686,369,211,0,24,36,50,24,13,0
62754,5180,99,2019-05-16,2024-09-27,6,593,988,1595,1060,568,376,8,11,18,13,31,18
62869,8725,195,2019-03-28,2024-09-22,6,2238,2239,858,555,1829,1006,29,24,9,26,49,58
62908,24,2,2020-05-09,2021-04-30,2,0,4,20,0,0,0,0,1,1,0,0,0
62918,499,9,2019-03-27,2020-05-13,2,489,10,0,0,0,0,8,1,0,0,0,0
62920,2402,121,2019-03-31,2023-10-10,5,702,700,361,266,373,0,20,45,17,16,23,0
62929,667,37,2019-04-28,2024-06-01,4,353,0,0,104,193,17,19,0,0,6,11,1
62937,2151,75,2019-03-29,2022-09-23,4,709,458,527,457,0,0,16,13,22,24,0,0
62951,3739,215,2019-03-24,2024-09-27,6,940,487,509,755,629,419,66,30,27,43,33,16
62966,837,33,2020-09-03,2021-10-01,2,0,60,777,0,0,0,0,2,31,0,0,0
63056,702,10,2019-04-03,2020-10-01,2,216,486,0,0,0,0,4,6,0,0,0,0
63103,1921,76,2019-03-27,2023-10-08,5,626,456,638,87,114,0,16,17,33,5,5,0
63104,297,16,2019-03-26,2020-06-13,2,223,74,0,0,0,0,12,4,0,0,0,0
63111,990,14,2019-04-17,2019-08-21,1,990,0,0,0,0,0,14,0,0,0,0,0
63138,435,24,2020-05-06,2020-10-23,1,0,435,0,0,0,0,0,24,0,0,0,0
63145,5026,127,2019-03-27,2024-10-05,5,1327,0,1190,1488,439,582,23,0,25,29,15,35
63235,220,3,2019-03-30,2019-05-24,1,220,0,0,0,0,0,3,0,0,0,0,0
63248,4006,213,2019-03-23,2024-10-15,6,973,986,424,405,944,274,61,37,18,19,59,19
63292,3084,86,2019-03-30,2024-06-07,5,435,720,1192,0,117,620,21,14,31,0,3,17
63342,3235,194,2019-03-23,2024-09-27,4,749,952,816,0,0,718,50,52,45,0,0,47
63348,1366,69,2019-03-27,2021-09-28,3,318,850,198,0,0,0,16,45,8,0,0,0
63464,5519,249,2019-07-11,2024-09-15,6,257,888,1263,1370,926,815,11,56,41,35,57,49
63492,4027,199,2019-04-02,2024-10-02,6,1055,467,502,699,763,541,18,24,29,51,51,26
63512,2234,142,2019-05-04,2024-10-05,4,591,816,430,0,0,397,36,53,28,0,0,25
63543,5810,352,2019-03-24,2024-10-01,6,619,970,999,986,1088,1148,38,56,65,66,61,66
63550,676,14,2019-03-28,2019-09-12,1,676,0,0,0,0,0,14,0,0,0,0,0
63619,155,3,2019-03-26,2019-05-25,1,155,0,0,0,0,0,3,0,0,0,0,0
63628,1740,99,2019-03-30,2023-08-02,5,436,329,442,221,312,0,26,19,21,15,18,0
63638,2064,134,2019-05-17,2024-09-28,6,367,389,302,296,437,273,22,25,18,22,29,18
63730,624,33,2019-05-14,2020-10-21,2,345,279,0,0,0,0,17,16,0,0,0,0
63749,2672,151,2019-04-11,2024-10-04,6,359,179,495,526,539,574,25,9,27,26,30,34
63765,4058,227,2019-04-09,2024-10-03,5,697,999,1061,742,0,559,38,58,56,47,0,28
63791,560,17,2019-05-26,2020-09-23,2,474,86,0,0,0,0,10,7,0,0,0,0
63894,3055,117,2020-05-05,2024-08-17,5,0,893,1117,512,89,444,0,55,19,26,4,13
63914,1429,82,2020-05-06,2022-05-18,3,0,629,693,107,0,0,0,36,38,8,0,0
63930,108,5,2019-04-13,2019-07-06,1,108,0,0,0,0,0,5,0,0,0,0,0
63936,1344,28,2019-03-30,2020-10-20,2,1013,331,0,0,0,0,17,11,0,0,0,0
63950,4125,216,2019-03-24,2024-09-28,6,950,905,647,425,551,647,50,34,34,27,34,37
63959,3987,319,2019-04-16,2024-10-01,6,214,728,672,542,846,985,16,71,60,39,67,66
63960,3081,217,2019-03-27,2024-10-17,6,161,454,727,741,484,514,11,28,48,56,30,44
63961,3285,187,2019-05-07,2024-09-07,6,427,354,848,738,406,512,15,19,54,48,25,26
63991,3773,138,2019-03-24,2021-10-27,3,1993,1053,727,0,0,0,62,47,29,0,0,0
64001,9289,108,2021-04-07,2024-10-11,4,0,0,2405,2578,2606,1700,0,0,28,28,29,23
64017,2880,121,2021-04-07,2024-05-12,4,0,0,1205,747,895,33,0,0,33,44,42,2
64021,13312,144,2019-06-05,2024-09-26,6,1162,2249,2510,2342,2332,2717,15,25,27,25,24,28
64029,2684,95,2020-05-07,2023-10-07,4,0,914,599,685,486,0,0,18,10,40,27,0
64041,950,45,2020-08-21,2021-10-07,2,0,250,700,0,0,0,0,10,35,0,0,0
64045,77,4,2019-03-28,2020-06-20,2,70,7,0,0,0,0,3,1,0,0,0,0
64047,1860,156,2019-05-25,2023-07-08,5,190,767,526,239,138,0,11,56,57,21,11,0
64051,1947,130,2019-03-28,2023-05-13,4,602,666,0,546,133,0,38,50,0,36,6,0
64155,389,15,2019-05-08,2019-08-16,1,389,0,0,0,0,0,15,0,0,0,0,0
64198,280,14,2019-03-30,2020-06-27,2,114,166,0,0,0,0,7,7,0,0,0,0
64255,48,3,2019-09-26,2020-05-13,2,19,29,0,0,0,0,1,2,0,0,0,0
64267,305,8,2019-04-02,2020-09-20,2,190,115,0,0,0,0,2,6,0,0,0,0
64350,4097,123,2022-04-03,2024-09-25,3,0,0,0,741,860,2496,0,0,0,43,52,28
64464,3035,57,2019-03-29,2022-10-07,4,409,232,848,1546,0,0,12,14,11,20,0,0
64496,37,1,2019-04-13,2019-04-13,1,37,0,0,0,0,0,1,0,0,0,0,0
64498,2246,29,2020-05-28,2022-09-23,3,0,486,1388,372,0,0,0,8,16,5,0,0
64501,28,2,2021-04-17,2021-05-01,1,0,0,28,0,0,0,0,0,2,0,0,0
64504,8,1,2021-04-17,2021-04-17,1,0,0,8,0,0,0,0,0,1,0,0,0
64554,1697,57,2019-04-09,2021-06-03,3,953,584,160,0,0,0,21,32,4,0,0,0
64565,6931,168,2019-03-23,2024-10-01,6,646,606,1135,2093,1151,1300,25,43,31,28,18,23
64580,3024,133,2020-06-16,2024-10-01,5,0,241,289,572,848,1074,0,10,12,30,15,66
64596,2920,194,2019-06-25,2024-10-15,6,69,432,560,920,88,851,3,32,39,63,3,54
64613,192,9,2020-05-14,2020-09-24,1,0,192,0,0,0,0,0,9,0,0,0,0
64615,1008,16,2019-05-15,2021-06-27,3,230,324,454,0,0,0,4,6,6,0,0,0
64718,4289,97,2019-04-21,2024-06-08,6,456,823,1047,927,890,146,18,18,25,15,19,2
64759,1061,62,2019-04-09,2021-10-05,3,344,250,467,0,0,0,23,14,25,0,0,0
64760,1570,77,2019-04-12,2022-10-04,4,319,622,446,183,0,0,20,26,27,4,0,0
64768,5545,144,2019-04-07,2024-09-18,6,449,1204,1304,319,1190,1079,11,33,36,14,27,23
64769,868,16,2019-04-05,2019-09-18,1,868,0,0,0,0,0,16,0,0,0,0,0
64805,4587,200,2019-03-30,2024-04-30,6,541,1533,1093,910,463,47,19,49,60,53,17,2
64861,5475,123,2020-05-12,2024-10-04,5,0,2143,620,724,915,1073,0,26,11,13,40,33
64889,1032,26,2019-03-26,2021-10-07,3,23,468,541,0,0,0,1,8,17,0,0,0
64893,4121,246,2019-03-24,2024-09-27,6,764,784,822,577,455,719,48,55,47,30,29,37
64896,2440,120,2019-05-21,2023-09-24,5,118,459,716,566,581,0,6,20,32,32,30,0
64907,130,6,2020-06-12,2020-07-02,1,0,130,0,0,0,0,0,6,0,0,0,0
64960,179,10,2019-04-02,2019-05-25,1,179,0,0,0,0,0,10,0,0,0,0,0
64992,36,2,2019-05-04,2019-06-09,1,36,0,0,0,0,0,2,0,0,0,0,0
64995,2846,167,2019-03-23,2024-09-24,6,1038,950,47,42,176,593,61,56,3,3,11,33
65040,24,1,2023-06-21,2023-06-21,1,0,0,0,0,24,0,0,0,0,0,1,0
65042,1016,45,2019-03-26,2020-09-20,2,318,698,0,0,0,0,17,28,0,0,0,0
65048,6615,275,2019-04-24,2024-10-08,6,1272,1726,897,1129,289,1302,27,33,54,71,18,72
65056,9108,132,2019-03-23,2024-10-11,6,693,651,1240,2233,1682,2609,29,7,14,32,21,29
65057,1442,90,2020-05-06,2022-10-05,3,0,262,662,518,0,0,0,18,42,30,0,0
65058,2153,107,2019-03-23,2024-05-29,6,887,95,58,368,423,322,49,6,3,22,16,11
65060,5244,352,2019-03-27,2024-10-08,6,1009,1156,706,726,749,898,67,77,61,55,44,48
65062,5885,347,2019-03-24,2024-10-13,6,655,1000,1137,1030,1065,998,41,55,67,61,62,61
65064,1588,34,2019-03-31,2022-09-30,2,354,0,0,1234,0,0,13,0,0,21,0,0
65067,840,48,2019-03-28,2022-10-05,2,489,0,0,351,0,0,27,0,0,21,0,0
65109,2789,175,2021-04-08,2024-10-15,4,0,0,673,583,708,825,0,0,37,42,45,51
65117,3288,161,2019-03-27,2024-10-04,6,395,669,513,363,416,932,10,30,24,26,31,40
65206,305,15,2020-05-05,2020-09-30,1,0,305,0,0,0,0,0,15,0,0,0,0
65241,3340,151,2019-09-10,2024-09-17,6,100,866,743,440,537,654,4,47,22,19,28,31
65320,12430,159,2019-03-26,2024-10-13,6,2277,1558,2333,1835,2236,2191,27,19,27,34,26,26
65343,3714,211,2019-03-23,2024-09-12,6,434,444,1325,1040,146,325,25,32,62,64,10,18
65348,750,42,2020-06-23,2023-09-24,4,0,153,226,86,285,0,0,7,11,6,18,0
65392,2461,48,2019-05-08,2023-09-22,5,345,292,762,173,889,0,4,6,14,7,17,0
65398,1103,53,2019-03-27,2021-09-28,3,123,649,331,0,0,0,6,36,11,0,0,0
65411,2890,105,2020-05-07,2024-10-04,5,0,630,526,293,314,1127,0,31,22,17,16,19
65464,10,1,2021-06-25,2021-06-25,1,0,0,10,0,0,0,0,0,1,0,0,0
65496,4012,226,2019-03-23,2024-10-05,6,721,593,497,660,809,732,38,35,27,40,49,37
65509,470,21,2019-03-23,2020-05-30,2,368,102,0,0,0,0,17,4,0,0,0,0
65514,9,1,2021-04-22,2021-04-22,1,0,0,9,0,0,0,0,0,1,0,0,0
65516,11277,133,2019-03-28,2023-11-11,5,2202,2301,2512,1872,2390,0,28,26,27,25,27,0
65522,1947,72,2022-04-06,2024-10-05,3,0,0,0,343,617,987,0,0,0,13,18,41
65616,5241,183,2019-03-29,2024-09-28,6,886,847,891,938,736,943,21,10,13,34,43,62
65617,140,7,2020-05-22,2020-09-24,1,0,140,0,0,0,0,0,7,0,0,0,0
65618,399,17,2019-03-31,2021-06-23,3,162,101,136,0,0,0,5,5,7,0,0,0
65639,4281,165,2019-04-03,2024-09-28,6,351,661,999,692,850,728,15,22,24,28,37,39
65643,2922,176,2019-03-29,2023-10-03,5,378,725,656,711,452,0,26,45,40,39,26,0
65661,106,5,2019-06-22,2019-08-16,1,106,0,0,0,0,0,5,0,0,0,0,0
65665,2151,163,2019-03-31,2024-09-28,6,448,283,362,430,319,309,18,23,28,35,32,27
65696,217,18,2019-03-29,2020-09-24,2,55,162,0,0,0,0,3,15,0,0,0,0
65702,111,4,2019-05-23,2019-09-11,1,111,0,0,0,0,0,4,0,0,0,0,0
65703,22,2,2022-05-05,2022-05-26,1,0,0,0,22,0,0,0,0,0,2,0,0
65707,4041,230,2020-07-29,2024-09-29,5,0,246,899,917,1027,952,0,14,42,49,66,59
65764,9409,107,2019-03-31,2024-04-13,6,985,2271,2474,2499,994,186,13,24,27,26,14,3
65769,7235,310,2019-03-23,2024-09-28,6,1694,1399,1310,1033,1015,784,39,30,54,70,71,46
65801,370,14,2019-03-31,2020-10-22,2,156,214,0,0,0,0,5,9,0,0,0,0
65802,126,4,2021-09-15,2021-10-06,1,0,0,126,0,0,0,0,0,4,0,0,0
65827,617,21,2019-04-23,2021-08-15,3,291,159,167,0,0,0,5,7,9,0,0,0
65844,1897,89,2020-06-02,2023-09-10,4,0,217,616,398,666,0,0,7,21,25,36,0
65894,44,2,2019-05-22,2019-05-23,1,44,0,0,0,0,0,2,0,0,0,0,0
65896,63,4,2020-09-23,2020-10-22,1,0,63,0,0,0,0,0,4,0,0,0,0
65897,933,34,2019-03-31,2022-05-28,4,125,488,277,43,0,0,4,8,20,2,0,0
65908,11,1,2019-06-13,2019-06-13,1,11,0,0,0,0,0,1,0,0,0,0,0
65909,20,1,2020-06-12,2020-06-12,1,0,20,0,0,0,0,0,1,0,0,0,0
65933,5672,70,2019-04-27,2024-09-24,5,1524,1575,0,1770,781,22,21,17,0,20,11,1
65937,922,20,2019-08-24,2021-06-05,3,16,685,221,0,0,0,1,14,5,0,0,0
65949,4105,243,2020-07-05,2024-09-28,5,0,280,833,1041,1204,747,0,14,47,58,74,50
65958,15,1,2019-05-15,2019-05-15,1,15,0,0,0,0,0,1,0,0,0,0,0
65964,2779,158,2019-03-30,2024-09-18,6,732,78,372,588,477,532,37,7,19,33,31,31
66018,5226,163,2019-07-04,2024-09-30,6,415,407,1105,940,1129,1230,7,29,28,32,28,39
66039,600,19,2019-04-02,2020-10-06,2,98,502,0,0,0,0,3,16,0,0,0,0
66047,2216,94,2019-08-13,2024-10-05,4,41,523,0,0,756,896,2,9,0,0,37,46
66056,182,10,2022-06-22,2022-10-06,1,0,0,0,182,0,0,0,0,0,10,0,0
66064,2726,50,2019-03-30,2023-07-09,5,568,205,658,944,351,0,10,4,8,18,10,0
66068,1726,101,2019-03-26,2024-10-05,4,180,0,0,231,691,624,10,0,0,13,39,39
66103,154,5,2019-05-07,2020-05-17,2,53,101,0,0,0,0,2,3,0,0,0,0
66145,3456,169,2019-04-14,2024-10-13,5,1123,589,238,0,656,850,42,33,10,0,31,53
66160,634,15,2021-04-22,2021-10-22,1,0,0,634,0,0,0,0,0,15,0,0,0
66201,1064,48,2020-10-18,2023-09-23,3,0,29,503,0,532,0,0,1,22,0,25,0
66291,10544,234,2019-03-28,2024-10-03,6,2580,2261,1793,1842,735,1333,28,46,44,21,37,58
66305,2961,140,2020-05-26,2024-10-03,5,0,356,256,651,786,912,0,15,12,35,38,40
66398,429,7,2019-03-28,2020-06-23,2,280,149,0,0,0,0,4,3,0,0,0,0
66444,356,6,2019-03-30,2019-06-04,1,356,0,0,0,0,0,6,0,0,0,0,0
66451,1785,85,2019-03-27,2024-10-03,4,787,0,0,640,202,156,32,0,0,36,8,9
66492,2474,117,2019-03-29,2024-09-29,5,719,155,0,603,492,505,33,8,0,33,22,21
66493,1340,66,2019-03-29,2022-08-17,4,111,33,579,617,0,0,7,3,27,29,0,0
66556,2769,70,2020-05-14,2023-09-19,4,0,616,976,550,627,0,0,9,14,15,32,0
66557,1707,88,2019-03-27,2021-10-29,3,675,491,541,0,0,0,22,31,35,0,0,0
66564,79,4,2019-05-07,2019-09-30,1,79,0,0,0,0,0,4,0,0,0,0,0
66609,2543,157,2019-04-05,2024-09-16,6,515,462,120,350,491,605,31,27,8,25,30,36
66615,44,2,2020-06-03,2020-06-21,1,0,44,0,0,0,0,0,2,0,0,0,0
66625,102,5,2019-04-02,2019-05-17,1,102,0,0,0,0,0,5,0,0,0,0,0
66630,709,33,2020-05-08,2022-07-23,3,0,192,230,287,0,0,0,9,11,13,0,0
66660,1001,31,2019-05-22,2023-04-20,5,118,347,270,253,13,0,6,8,5,11,1,0
66663,707,33,2019-05-15,2022-09-24,4,63,232,295,117,0,0,2,13,14,4,0,0
66705,542,23,2020-06-11,2021-10-06,2,0,211,331,0,0,0,0,11,12,0,0,0
66715,67,1,2021-09-30,2021-09-30,1,0,0,67,0,0,0,0,0,1,0,0,0
66741,2606,71,2019-05-08,2023-09-17,4,646,0,165,977,818,0,11,0,3,31,26,0
66801,839,46,2019-04-17,2021-09-09,3,92,452,295,0,0,0,6,23,17,0,0,0
66858,2150,40,2019-05-09,2024-10-04,5,222,275,659,94,0,900,3,6,11,2,0,18
66859,2068,85,2019-06-04,2023-09-21,5,287,1055,151,41,534,0,15,25,12,3,30,0
66920,6874,116,2019-04-02,2024-09-29,6,1621,1576,343,435,1673,1226,28,21,5,6,27,29
66956,484,22,2019-08-26,2022-10-06,2,16,0,0,468,0,0,1,0,0,21,0,0
66990,202,10,2019-04-12,2020-09-30,2,83,119,0,0,0,0,5,5,0,0,0,0
67045,1802,33,2019-03-29,2023-08-02,4,269,731,773,0,29,0,4,16,12,0,1,0
67048,3429,76,2019-03-27,2024-10-05,6,325,379,1520,834,173,198,16,18,19,12,3,8
67049,87,2,2020-10-01,2020-10-07,1,0,87,0,0,0,0,0,2,0,0,0,0
67066,411,11,2019-03-27,2023-09-08,2,371,0,0,0,40,0,9,0,0,0,2,0
67096,45,2,2020-06-12,2020-06-17,1,0,45,0,0,0,0,0,2,0,0,0,0
67116,3568,144,2019-03-26,2024-09-27,6,602,689,682,338,437,820,13,13,28,27,24,39
67119,4663,275,2019-03-27,2023-11-13,5,1112,775,937,949,890,0,64,41,62,59,49,0
67122,888,58,2019-03-28,2023-06-07,4,91,0,481,277,39,0,2,0,29,24,3,0
67143,4862,63,2021-05-23,2024-10-15,4,0,0,1027,241,1070,2524,0,0,15,3,16,29
67164,1307,65,2020-07-08,2024-10-02,5,0,292,189,168,357,301,0,16,9,9,24,7
67246,5053,259,2020-06-20,2024-10-02,5,0,526,1091,1243,1308,885,0,26,59,65,64,45
67259,1377,58,2020-05-16,2024-06-28,4,0,487,395,475,0,20,0,28,19,10,0,1
67260,705,16,2020-05-12,2021-06-26,2,0,396,309,0,0,0,0,8,8,0,0,0
67263,12321,192,2019-03-29,2024-10-02,6,1070,2180,2833,2582,1686,1970,38,44,31,28,25,26
67266,4487,277,2019-03-23,2024-10-02,6,815,1250,373,267,845,937,55,67,24,19,55,57
67360,776,36,2021-04-30,2023-09-24,3,0,0,134,189,453,0,0,0,7,9,20,0
67365,2354,129,2019-03-26,2024-10-02,5,213,526,0,100,634,881,10,30,0,8,32,49
67391,4943,263,2019-03-28,2024-09-13,6,367,954,1045,1124,913,540,7,39,52,69,63,33
67419,3097,136,2019-04-02,2024-10-04,5,362,0,521,713,408,1093,10,0,28,41,24,33
67421,4075,242,2019-03-23,2024-09-14,6,1091,743,926,176,437,702,58,48,61,12,27,36
67443,1254,58,2019-04-03,2020-10-03,2,568,686,0,0,0,0,24,34,0,0,0,0
67454,924,53,2021-08-28,2023-05-23,3,0,0,162,622,140,0,0,0,10,35,8,0
67467,1811,82,2019-03-30,2024-10-04,3,900,0,0,0,653,258,36,0,0,0,30,16
67504,17,1,2021-05-01,2021-05-01,1,0,0,17,0,0,0,0,0,1,0,0,0
67539,7244,122,2020-05-16,2024-09-28,5,0,801,1142,1793,2024,1484,0,12,28,35,21,26
67564,77,4,2019-03-29,2019-09-30,1,77,0,0,0,0,0,4,0,0,0,0,0
67588,2493,87,2019-03-28,2024-10-04,6,455,331,394,335,304,674,9,22,18,14,8,16
67591,1417,48,2019-04-16,2021-10-02,3,146,646,625,0,0,0,5,23,20,0,0,0
67603,5781,147,2019-03-27,2023-05-09,5,1889,1855,975,848,214,0,24,23,39,54,7,0
67604,1922,41,2019-04-02,2024-09-26,6,620,41,225,663,187,186,9,3,3,10,8,8
67606,705,32,2021-04-08,2023-09-23,3,0,0,285,202,218,0,0,0,7,12,13,0
67640,1113,40,2019-03-30,2024-09-19,5,79,0,12,449,152,421,3,0,1,18,7,11
67644,53,1,2020-07-02,2020-07-02,1,0,53,0,0,0,0,0,1,0,0,0,0
